Quantidade;DataHoraProducaoAux;cd_Referencia;ds_Prod;qtdItem;dt_LimiteEntrega;cdEnt;Nome;Apelido;dt_Pedido;cdPedido;ds_potencia;PotenciaKVA;nrofasesTrafo;ds_classeTensaoTrafo;dt_criacao;NroRevisao;dt_Revisao;ds_TensaoTrafo;ds_TensaoTrafoSec;ds_TapsTrafo;cd_SglEstado;DiaSemana;SemanaAno;Ano;Mes;ds_TpEnrolamentoNucleo;Ds_tpConstrTrafo;Dia;cd_TpEnrolamentoNucleo;ds_TensaoTrafoDesp;QtdProduzida;TotalJC;TotalAM;TotalEMP;TotalEMPLM;TotalENR;TotalSL;cdEntEmpDesti;SeqPlano;QtdAproduzirTotal;QtdAproduzir;Data_Snapshot
27;2026-08-07;TPD-378293;TRANSFORMADOR 75kVA 15kV 3F 220/127V 13800V                                                                             ;150;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;75 kVA    ;75.0;TRI;15kV           ;2024-02-15;7;2024-09-06;13800/13200/12600 V                                                   ;220/127V                                                              ;3              ;MA;SEX;32;2026;8;EMP                                     ;Selado              ;7;3;13800V                                                                ;0;0;0;27;0;0;0;1;71.0;149;27;2026-08-25
1;2026-08-07;TPD-394233;TRANSFORMADOR 25kVA 15kV 2F 254/127V 13200V                                                                             ;30;2026-10-26;11429;Copel Distribuição S/A;Copel Dist;2026-06-26 09:03:45;69603;25 kVA    ;25.0;BIF;15kV           ;2024-10-01;0;;13.200 V                                                              ;254/127V                                                              ;1              ;PR;SEX;32;2026;8;JC                                      ;Selado              ;7;2;13200V                                                                ;0;1;0;0;0;0;0;1;68.0;1;1;2026-08-25
1;2026-08-07;TPD-394233;TRANSFORMADOR 25kVA 15kV 2F 254/127V 13200V                                                                             ;30;2026-10-26;11429;Copel Distribuição S/A;Copel Dist;2026-06-26 09:29:26;69605;25 kVA    ;25.0;BIF;15kV           ;2024-10-01;0;;13.200 V                                                              ;254/127V                                                              ;1              ;PR;SEX;32;2026;8;JC                                      ;Selado              ;7;2;13200V                                                                ;0;1;0;0;0;0;0;1;68.0;9;1;2026-08-25
2;2026-08-07;TPD-398625;TRANSFORMADOR 15kVA 15kV 1F 254/127V 8660V                                                                              ;112;2026-09-19;11415;Energisa Mato Grosso - Distribuidora de Energia S.A;EMT - Energisa MT;2026-06-26 00:00:00;69656;15 kVA    ;15.0;MON;15kV           ;2024-11-01;0;;8.660 / 8.314 / 7.967 / 7.621 / 7.275 V                               ;254/127V                                                              ;5              ;MT;SEX;32;2026;8;JC                                      ;Selado              ;7;2;7967V                                                                 ;0;2;0;0;0;0;0;1;65.0;2;2;2026-08-25
6;2026-08-07;TPD-402915;TRANSFORMADOR 45kVA 15kV 3F 220/127V 13800V                                                                             ;50;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;45 kVA    ;45.0;TRI;15kV           ;2025-01-30;0;;13.800 / 13.200 / 12.600 V                                            ;220/127V                                                              ;3              ;MA;SEX;32;2026;8;EMP                                     ;Selado              ;7;3;13800V                                                                ;0;0;0;6;0;0;0;1;69.0;43;6;2026-08-25
12;2026-08-07;TPD-402969;TRANSFORMADOR 45kVA 15kV 3F 380/220V 13800V                                                                             ;130;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;45 kVA    ;45.0;TRI;15kV           ;2025-01-30;0;;13.800 / 13.200 / 12.600 V                                            ;380/220V                                                              ;3              ;MA;SEX;32;2026;8;EMP                                     ;Selado              ;7;3;13800V                                                                ;0;0;0;12;0;0;0;1;70.0;130;12;2026-08-25
4;2026-08-07;TPD-402970;TRANSFORMADOR 150kVA 15kV 3F 380/220V 13800V                                                                            ;29;2026-08-20;11418;Equatorial Goiás Distribuidora de Energia S/A.;EQTL - GO;2026-06-25 09:29:56;69549;150 kVA   ;150.0;TRI;15kV           ;2024-12-30;2;2025-01-24;13.800 / 13.200 / 12.600 V                                            ;380/220V                                                              ;3              ;GO;SEX;32;2026;8;EMP-LM                                  ;Selado              ;7;6;13800V                                                                ;0;0;0;0;4;0;0;1;73.0;29;4;2026-08-25
17;2026-08-07;TPD-436654;TRANSFORMADOR 112,5kVA 15V 3F 220/127V 13.800V                                                                          ;50;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;112,5 kVA ;112.5;TRI;15kV           ;2026-07-21;0;;13.800 / 13.200 / 12.600 V                                            ;220/127V                                                              ;3              ;MA;SEX;32;2026;8;EMP-LM                                  ;Selado              ;7;6;13800V                                                                ;0;0;0;0;17;0;0;1;72.0;50;17;2026-08-25
6;2026-08-10;TPD-378155;TRANSFORMADOR 15kVA 15kV 1F 440/220V 7967V                                                                              ;50;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;15 kVA    ;15.0;MON;15kV           ;2024-04-06;0;;7967/7621/7275V                                                       ;440/220V                                                              ;3              ;MA;SEG;33;2026;8;ENR                                     ;Selado              ;10;1;7967V                                                                 ;0;0;0;0;0;6;0;1;79.0;42;6;2026-08-25
27;2026-08-10;TPD-378293;TRANSFORMADOR 75kVA 15kV 3F 220/127V 13800V                                                                             ;150;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;75 kVA    ;75.0;TRI;15kV           ;2024-02-15;7;2024-09-06;13800/13200/12600 V                                                   ;220/127V                                                              ;3              ;MA;SEG;33;2026;8;EMP                                     ;Selado              ;10;3;13800V                                                                ;0;0;0;27;0;0;0;1;86.0;149;27;2026-08-25
15;2026-08-10;TPD-387804;TRANSFORMADOR 112,5kVA 15kV 3F 380/220V 13800V                                                                          ;150;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;112,5 kVA ;112.5;TRI;15kV           ;2024-06-03;3;2025-10-10;13.800 / 13.200 / 12.600 V                                            ;380/220V                                                              ;3              ;MA;SEG;33;2026;8;EMP                                     ;Selado              ;10;3;13800V                                                                ;0;0;0;15;0;0;0;1;88.0;102;15;2026-08-25
8;2026-08-10;TPD-394233;TRANSFORMADOR 25kVA 15kV 2F 254/127V 13200V                                                                             ;30;2026-10-26;11429;Copel Distribuição S/A;Copel Dist;2026-06-26 09:29:26;69605;25 kVA    ;25.0;BIF;15kV           ;2024-10-01;0;;13.200 V                                                              ;254/127V                                                              ;1              ;PR;SEG;33;2026;8;JC                                      ;Selado              ;10;2;13200V                                                                ;0;8;0;0;0;0;0;1;83.0;9;8;2026-08-25
5;2026-08-10;TPD-398781;TRANSFORMADOR 15kVA 15kV 1F 230/115V 8660V                                                                              ;78;2026-09-19;120830;Energisa Sergipe - Distribuidora de Energia S.A;ESE - Energisa SE;2026-06-26 00:00:00;69650;15 kVA    ;15.0;MON;15kV           ;2024-11-01;2;2025-07-04;8.660 / 8.314 / 7.967 / 7.621 / 7.275 V                               ;230/115V                                                              ;5              ;SE;SEG;33;2026;8;JC                                      ;Selado              ;10;2;8660V                                                                 ;0;5;0;0;0;0;0;1;75.0;5;5;2026-08-25
10;2026-08-10;TPD-398795;TRANSFORMADOR 15kVA 36,2kV 1F 254/127V 21651V                                                                           ;50;2026-09-01;11479;Energisa Mato Grosso do Sul - Distribuidora de Energia S.A;EMS - Energisa MS;2026-05-21 10:01:14;68197;15 kVA    ;15.0;MON;36,2kV         ;2024-11-01;0;;21.651 / 20.785 / 19.919 / 19.053 / 18.187 V                          ;254/127V                                                              ;5              ;MS;SEG;33;2026;8;JC                                      ;Selado              ;10;2;19919V                                                                ;0;10;0;0;0;0;0;1;82.0;50;10;2026-08-25
1;2026-08-10;TPD-398891;TRANSFORMADOR 15kVA 15kV 1F 254/127V 8313V                                                                              ;11;2026-09-19;134271;Energisa Sul-Sudeste - Distribuidora de Energia S.A;ESS - Energisa MG;2026-06-26 00:00:00;69651;15 kVA    ;15.0;MON;15kV           ;2024-11-04;1;2025-07-24;8.313 / 7.967 / 7.621 / 7.274 / 6.928 / 6.582 / 6.235 V               ;254/127V                                                              ;7              ;MG;SEG;33;2026;8;JC                                      ;Selado              ;10;2;7967V                                                                 ;0;1;0;0;0;0;0;1;78.0;1;1;2026-08-25
7;2026-08-10;TPD-398910;TRANSFORMADOR 15kVA 15kV 1F 240/120V 8660V                                                                              ;20;2026-09-01;143091;Energisa Rondônia Distribuidora de Energia S.A;ERO - Energisa RO;2026-05-21 10:23:42;68202;15 kVA    ;15.0;MON;15kV           ;2024-11-04;0;;8660/8314/7967/7621/7275V                                             ;240/120V                                                              ;5              ;RO;SEG;33;2026;8;JC                                      ;Selado              ;10;2;7967V                                                                 ;0;7;0;0;0;0;0;1;77.0;7;7;2026-08-25
2;2026-08-10;TPD-399804;TRANSFORMADOR 50kVA 36,2kV 1F 254/127V 19053V                                                                           ;10;2026-10-26;11429;Copel Distribuição S/A;Copel Dist;2026-06-26 09:29:26;69605;50 kVA    ;50.0;MON;36,2kV         ;2024-12-05;0;;19.053 V                                                              ;254/127V                                                              ;1              ;PR;SEG;33;2026;8;JC                                      ;Selado              ;10;2;19.053 V                                                              ;0;2;0;0;0;0;0;1;85.0;8;2;2026-08-25
5;2026-08-10;TPD-399804;TRANSFORMADOR 50kVA 36,2kV 1F 254/127V 19053V                                                                           ;15;2026-10-26;11429;Copel Distribuição S/A;Copel Dist;2026-06-26 08:54:03;69600;50 kVA    ;50.0;MON;36,2kV         ;2024-12-05;0;;19.053 V                                                              ;254/127V                                                              ;1              ;PR;SEG;33;2026;8;JC                                      ;Selado              ;10;2;19.053 V                                                              ;0;5;0;0;0;0;0;1;85.0;5;5;2026-08-25
18;2026-08-10;TPD-402969;TRANSFORMADOR 45kVA 15kV 3F 380/220V 13800V                                                                             ;130;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;45 kVA    ;45.0;TRI;15kV           ;2025-01-30;0;;13.800 / 13.200 / 12.600 V                                            ;380/220V                                                              ;3              ;MA;SEG;33;2026;8;EMP                                     ;Selado              ;10;3;13800V                                                                ;0;0;0;18;0;0;0;1;84.0;130;18;2026-08-25
4;2026-08-10;TPD-402970;TRANSFORMADOR 150kVA 15kV 3F 380/220V 13800V                                                                            ;29;2026-08-20;11418;Equatorial Goiás Distribuidora de Energia S/A.;EQTL - GO;2026-06-25 09:29:56;69549;150 kVA   ;150.0;TRI;15kV           ;2024-12-30;2;2025-01-24;13.800 / 13.200 / 12.600 V                                            ;380/220V                                                              ;3              ;GO;SEG;33;2026;8;EMP-LM                                  ;Selado              ;10;6;13800V                                                                ;0;0;0;0;4;0;0;1;89.0;29;4;2026-08-25
2;2026-08-10;TPD-436654;TRANSFORMADOR 112,5kVA 15V 3F 220/127V 13.800V                                                                          ;50;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;112,5 kVA ;112.5;TRI;15kV           ;2026-07-21;0;;13.800 / 13.200 / 12.600 V                                            ;220/127V                                                              ;3              ;MA;SEG;33;2026;8;EMP-LM                                  ;Selado              ;10;6;13800V                                                                ;0;0;0;0;2;0;0;1;87.0;50;2;2026-08-25
1;2026-08-11;TPD-378151;TRANSFORMADOR 15kVA 15kV 1F 220V 7967V                                                                                  ;22;2026-10-17;128688;Equatorial Maranhao Distribuidora de Energia S.A.;EQTL - MA;2026-08-14 09:35:17;71351;15 kVA    ;15.0;MON;15kV           ;2024-04-06;2;2026-08-05;7.967 / 7.621 / 7.275 V                                               ;220V                                                                  ;3              ;MA;TER;33;2026;8;JC                                      ;Selado              ;11;2;7967V                                                                 ;0;1;0;0;0;0;0;1;90.0;1;1;2026-08-25
24;2026-08-11;TPD-378151;TRANSFORMADOR 15kVA 15kV 1F 220V 7967V                                                                                  ;100;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;15 kVA    ;15.0;MON;15kV           ;2024-04-06;2;2026-08-05;7.967 / 7.621 / 7.275 V                                               ;220V                                                                  ;3              ;MA;TER;33;2026;8;JC                                      ;Selado              ;11;2;7967V                                                                 ;0;24;0;0;0;0;0;1;90.0;79;24;2026-08-25
16;2026-08-11;TPD-378155;TRANSFORMADOR 15kVA 15kV 1F 440/220V 7967V                                                                              ;50;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;15 kVA    ;15.0;MON;15kV           ;2024-04-06;0;;7967/7621/7275V                                                       ;440/220V                                                              ;3              ;MA;TER;33;2026;8;ENR                                     ;Selado              ;11;1;7967V                                                                 ;0;0;0;0;0;16;0;1;91.0;42;16;2026-08-25
5;2026-08-11;TPD-378293;TRANSFORMADOR 75kVA 15kV 3F 220/127V 13800V                                                                             ;150;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;75 kVA    ;75.0;TRI;15kV           ;2024-02-15;7;2024-09-06;13800/13200/12600 V                                                   ;220/127V                                                              ;3              ;MA;TER;33;2026;8;EMP                                     ;Selado              ;11;3;13800V                                                                ;0;0;0;5;0;0;0;1;97.0;149;5;2026-08-25
1;2026-08-11;TPD-378294;TRANSFORMADOR 75kVA 15kV 3F 380/220V 13800V                                                                             ;1;2026-10-17;118526;Equatorial Piaui Distribuidora de Energia S.A.;EQTL - PI;2026-08-14 09:12:03;71348;75 kVA    ;75.0;TRI;15kV           ;2024-05-31;1;2025-05-21;13800/13200/12600 V                                                   ;380/220V                                                              ;3              ;PI;TER;33;2026;8;EMP                                     ;Selado              ;11;3;13800V                                                                ;0;0;0;1;0;0;0;1;98.0;1;1;2026-08-25
6;2026-08-11;TPD-378294;TRANSFORMADOR 75kVA 15kV 3F 380/220V 13800V                                                                             ;6;2026-10-17;128688;Equatorial Maranhao Distribuidora de Energia S.A.;EQTL - MA;2026-08-14 09:35:17;71351;75 kVA    ;75.0;TRI;15kV           ;2024-05-31;1;2025-05-21;13800/13200/12600 V                                                   ;380/220V                                                              ;3              ;MA;TER;33;2026;8;EMP                                     ;Selado              ;11;3;13800V                                                                ;0;0;0;6;0;0;0;1;98.0;6;6;2026-08-25
14;2026-08-11;TPD-378294;TRANSFORMADOR 75kVA 15kV 3F 380/220V 13800V                                                                             ;200;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;75 kVA    ;75.0;TRI;15kV           ;2024-05-31;1;2025-05-21;13800/13200/12600 V                                                   ;380/220V                                                              ;3              ;MA;TER;33;2026;8;EMP                                     ;Selado              ;11;3;13800V                                                                ;0;0;0;14;0;0;0;1;98.0;200;14;2026-08-25
15;2026-08-11;TPD-387804;TRANSFORMADOR 112,5kVA 15kV 3F 380/220V 13800V                                                                          ;150;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;112,5 kVA ;112.5;TRI;15kV           ;2024-06-03;3;2025-10-10;13.800 / 13.200 / 12.600 V                                            ;380/220V                                                              ;3              ;MA;TER;33;2026;8;EMP                                     ;Selado              ;11;3;13800V                                                                ;0;0;0;15;0;0;0;1;101.0;102;15;2026-08-25
22;2026-08-11;TPD-398795;TRANSFORMADOR 15kVA 36,2kV 1F 254/127V 21651V                                                                           ;50;2026-09-01;11479;Energisa Mato Grosso do Sul - Distribuidora de Energia S.A;EMS - Energisa MS;2026-05-21 10:01:14;68197;15 kVA    ;15.0;MON;36,2kV         ;2024-11-01;0;;21.651 / 20.785 / 19.919 / 19.053 / 18.187 V                          ;254/127V                                                              ;5              ;MS;TER;33;2026;8;JC                                      ;Selado              ;11;2;19919V                                                                ;0;22;0;0;0;0;0;1;93.0;50;22;2026-08-25
6;2026-08-11;TPD-399804;TRANSFORMADOR 50kVA 36,2kV 1F 254/127V 19053V                                                                           ;10;2026-10-26;11429;Copel Distribuição S/A;Copel Dist;2026-06-26 09:29:26;69605;50 kVA    ;50.0;MON;36,2kV         ;2024-12-05;0;;19.053 V                                                              ;254/127V                                                              ;1              ;PR;TER;33;2026;8;JC                                      ;Selado              ;11;2;19.053 V                                                              ;0;6;0;0;0;0;0;1;96.0;8;6;2026-08-25
10;2026-08-11;TPD-399804;TRANSFORMADOR 50kVA 36,2kV 1F 254/127V 19053V                                                                           ;10;2026-10-26;11429;Copel Distribuição S/A;Copel Dist;2026-06-26 09:37:54;69606;50 kVA    ;50.0;MON;36,2kV         ;2024-12-05;0;;19.053 V                                                              ;254/127V                                                              ;1              ;PR;TER;33;2026;8;JC                                      ;Selado              ;11;2;19.053 V                                                              ;0;10;0;0;0;0;0;1;96.0;10;10;2026-08-25
18;2026-08-11;TPD-402969;TRANSFORMADOR 45kVA 15kV 3F 380/220V 13800V                                                                             ;130;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;45 kVA    ;45.0;TRI;15kV           ;2025-01-30;0;;13.800 / 13.200 / 12.600 V                                            ;380/220V                                                              ;3              ;MA;TER;33;2026;8;EMP                                     ;Selado              ;11;3;13800V                                                                ;0;0;0;18;0;0;0;1;95.0;130;18;2026-08-25
1;2026-08-11;TPD-416454;TRANSFORMADOR 75kVA 24,2kV 3F 380/220V 23100V                                                                           ;30;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;75 kVA    ;75.0;TRI;24,2 kV        ;2025-08-13;0;;23.100 / 22.000 / 20.900 V                                            ;380/220V                                                              ;3              ;MT;TER;33;2026;8;EMP                                     ;Selado              ;11;3;23100V                                                                ;0;0;0;1;0;0;0;1;99.0;30;1;2026-08-25
1;2026-08-11;TPD-424050;TRANSFORMADOR 15kVA 15kV 3F 220/127V 14400V                                                                             ;10;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;15 kVA    ;15.0;TRI;15kV           ;2025-11-28;0;;14.400 / 13.800 / 13.200 / 12.600 V                                   ;220/127V                                                              ;4              ;MT;TER;33;2026;8;JC                                      ;Selado              ;11;2;13800V                                                                ;0;1;0;0;0;0;0;1;92.0;6;1;2026-08-25
2;2026-08-11;TPD-434527;TRANSFORMADOR 112,5kVA 15kV 3F 220/127V 14400V                                                                          ;40;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;112,5 kVA ;112.5;TRI;15kV           ;2026-06-15;0;;14400/13800/13200/12600V                                              ;220/127V                                                              ;4              ;MT;TER;33;2026;8;EMP                                     ;Selado              ;11;3;13800V                                                                ;0;0;0;2;0;0;0;1;100.0;40;2;2026-08-25
4;2026-08-11;TPD-435046;TRANSFORMADOR 150kVA 15kV 3F 220/127V 14400V                                                                            ;5;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;150 kVA   ;150.0;TRI;15kV           ;2026-06-17;0;;14400/13800/13200/12600V                                              ;220/127V                                                              ;4              ;MT;TER;33;2026;8;EMP                                     ;Selado              ;11;3;13800V                                                                ;0;0;0;4;0;0;0;1;102.0;5;4;2026-08-25
2;2026-08-12;TPD-378146;TRANSFORMADOR 10kVA 15kV 1F 440/220V 7967V                                                                              ;2;2026-10-17;11418;Equatorial Goiás Distribuidora de Energia S/A.;EQTL - GO;2026-08-14 09:18:25;71349;10 kVA    ;10.0;MON;15kV           ;2024-03-18;3;2026-08-04;7967/7621/7275V                                                       ;440/220V                                                              ;3              ;GO;QUA;33;2026;8;ENR                                     ;Selado              ;12;1;7967V                                                                 ;0;0;0;0;0;2;0;1;103.0;2;2;2026-08-25
48;2026-08-12;TPD-378146;TRANSFORMADOR 10kVA 15kV 1F 440/220V 7967V                                                                              ;50;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;10 kVA    ;10.0;MON;15kV           ;2024-03-18;3;2026-08-04;7967/7621/7275V                                                       ;440/220V                                                              ;3              ;MA;QUA;33;2026;8;ENR                                     ;Selado              ;12;1;7967V                                                                 ;0;0;0;0;0;48;0;1;103.0;50;48;2026-08-25
33;2026-08-12;TPD-378151;TRANSFORMADOR 15kVA 15kV 1F 220V 7967V                                                                                  ;100;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;15 kVA    ;15.0;MON;15kV           ;2024-04-06;2;2026-08-05;7.967 / 7.621 / 7.275 V                                               ;220V                                                                  ;3              ;MA;QUA;33;2026;8;JC                                      ;Selado              ;12;2;7967V                                                                 ;0;33;0;0;0;0;0;1;105.0;79;33;2026-08-25
27;2026-08-12;TPD-378294;TRANSFORMADOR 75kVA 15kV 3F 380/220V 13800V                                                                             ;200;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;75 kVA    ;75.0;TRI;15kV           ;2024-05-31;1;2025-05-21;13800/13200/12600 V                                                   ;380/220V                                                              ;3              ;MA;QUA;33;2026;8;EMP                                     ;Selado              ;12;3;13800V                                                                ;0;0;0;27;0;0;0;1;112.0;200;27;2026-08-25
4;2026-08-12;TPD-390832;TRANSFORMADOR 10kVA 24,2kV 1F 240/120V 13337V                                                                           ;11;2026-09-25;11419;Cemig Distribuição S/A;Cemig D;2026-06-26 00:00:00;69613;10 kVA    ;10.0;MON;24,2 kV        ;2025-01-06;0;;13.337 / 12.702 / 12.067 V                                            ;240/120V                                                              ;3              ;MG;QUA;33;2026;8;ENR                                     ;Selado              ;12;1;12702V                                                                ;0;0;0;0;0;4;0;1;104.0;11;4;2026-08-25
16;2026-08-12;TPD-398756;TRANSFORMADOR 25kVA 15kV 1F 230/115V 7275V                                                                              ;20;2026-09-01;120245;Energisa Minas Rio - Distribuidora de Energia S.A;EMR - Energisa MG;2026-05-21 10:19:17;68200;25 kVA    ;25.0;MON;15kV           ;2024-11-01;1;2025-08-06;7275/6928/6582/6235/5889V                                             ;230/115V                                                              ;5              ;MG;QUA;33;2026;8;JC                                      ;Selado              ;12;2;6582V                                                                 ;0;16;0;0;0;0;0;1;108.0;20;16;2026-08-25
18;2026-08-12;TPD-398795;TRANSFORMADOR 15kVA 36,2kV 1F 254/127V 21651V                                                                           ;50;2026-09-01;11479;Energisa Mato Grosso do Sul - Distribuidora de Energia S.A;EMS - Energisa MS;2026-05-21 10:01:14;68197;15 kVA    ;15.0;MON;36,2kV         ;2024-11-01;0;;21.651 / 20.785 / 19.919 / 19.053 / 18.187 V                          ;254/127V                                                              ;5              ;MS;QUA;33;2026;8;JC                                      ;Selado              ;12;2;19919V                                                                ;0;18;0;0;0;0;0;1;107.0;50;18;2026-08-25
10;2026-08-12;TPD-398878;TRANSFORMADOR 25kVA 36,2kV 1F 440/220V 21651V                                                                           ;10;2026-09-01;11426;Energisa Tocantins Distribuidora de Energia S.A.;ETO - Energisa TO;2026-05-21 10:10:09;68198;25 kVA    ;25.0;MON;36,2kV         ;2025-06-23;0;;21.651 / 20.785 / 19.919 / 19.053 / 18.187 V                          ;440/220V                                                              ;5              ;TO;QUA;33;2026;8;JC                                      ;Selado              ;12;2;21651V                                                                ;0;10;0;0;0;0;0;1;109.0;10;10;2026-08-25
18;2026-08-12;TPD-402969;TRANSFORMADOR 45kVA 15kV 3F 380/220V 13800V                                                                             ;130;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;45 kVA    ;45.0;TRI;15kV           ;2025-01-30;0;;13.800 / 13.200 / 12.600 V                                            ;380/220V                                                              ;3              ;MA;QUA;33;2026;8;EMP                                     ;Selado              ;12;3;13800V                                                                ;0;0;0;18;0;0;0;1;111.0;130;18;2026-08-25
4;2026-08-12;TPD-402970;TRANSFORMADOR 150kVA 15kV 3F 380/220V 13800V                                                                            ;29;2026-08-20;11418;Equatorial Goiás Distribuidora de Energia S/A.;EQTL - GO;2026-06-25 09:29:56;69549;150 kVA   ;150.0;TRI;15kV           ;2024-12-30;2;2025-01-24;13.800 / 13.200 / 12.600 V                                            ;380/220V                                                              ;3              ;GO;QUA;33;2026;8;EMP-LM                                  ;Selado              ;12;6;13800V                                                                ;0;0;0;0;4;0;0;1;114.0;29;4;2026-08-25
1;2026-08-12;TPD-424050;TRANSFORMADOR 15kVA 15kV 3F 220/127V 14400V                                                                             ;10;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;15 kVA    ;15.0;TRI;15kV           ;2025-11-28;0;;14.400 / 13.800 / 13.200 / 12.600 V                                   ;220/127V                                                              ;4              ;MT;QUA;33;2026;8;JC                                      ;Selado              ;12;2;13800V                                                                ;0;1;0;0;0;0;0;1;106.0;6;1;2026-08-25
17;2026-08-12;TPD-434527;TRANSFORMADOR 112,5kVA 15kV 3F 220/127V 14400V                                                                          ;40;2026-08-31;1;TRAEL TRANSFORMADORES ELETRICOS LTDA;TRAEL- Matriz;2026-06-24 15:40:06;69530;112,5 kVA ;112.5;TRI;15kV           ;2026-06-15;0;;14400/13800/13200/12600V                                              ;220/127V                                                              ;4              ;MT;QUA;33;2026;8;EMP                                     ;Selado              ;12;3;13800V                                                                ;0;0;0;17;0;0;0;1;113.0;40;17;2026-08-25
60;2026-08-13;TPD-378141;TRANSFORMADOR 10kVA 15kV 2F 220V 13800V                                                                                 ;60;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;10 kVA    ;10.0;BIF;15kV           ;2024-03-04;3;2026-07-30;13.800 / 13.200 / 12.600 V                                            ;220V                                                                  ;3              ;MA;QUI;33;2026;8;ENR                                     ;Selado              ;13;1;13800V                                                                ;0;0;0;0;0;60;0;1;116.0;60;60;2026-08-25
4;2026-08-13;TPD-378144;TRANSFORMADOR 10kVA 15kV 1F 254/127V 7967V                                                                              ;4;2026-10-14;11425;Equatorial Para Distribuidora de Energia S.A;EQTL - PA;2026-08-14 08:17:29;71340;10 kVA    ;10.0;MON;15kV           ;2024-04-05;3;2026-07-31;7.967 / 7.621 / 7.275 V                                               ;254/127V                                                              ;3              ;PA;QUI;33;2026;8;JC                                      ;Selado              ;13;2;7967V                                                                 ;0;4;0;0;0;0;0;1;115.0;4;4;2026-08-25
6;2026-08-13;TPD-378144;TRANSFORMADOR 10kVA 15kV 1F 254/127V 7967V                                                                              ;10;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;10 kVA    ;10.0;MON;15kV           ;2024-04-05;3;2026-07-31;7.967 / 7.621 / 7.275 V                                               ;254/127V                                                              ;3              ;MA;QUI;33;2026;8;JC                                      ;Selado              ;13;2;7967V                                                                 ;0;6;0;0;0;0;0;1;115.0;10;6;2026-08-25
1;2026-08-13;TPD-378153;TRANSFORMADOR 15kVA 15kV 1F 254/127V 7967V                                                                              ;1;2026-10-14;11425;Equatorial Para Distribuidora de Energia S.A;EQTL - PA;2026-08-14 08:17:29;71340;15 kVA    ;15.0;MON;15kV           ;2024-06-07;1;2024-08-09;7.967 / 7.621 / 7.275 V                                               ;254/127V                                                              ;3              ;PA;QUI;33;2026;8;JC                                      ;Selado              ;13;2;7967V                                                                 ;0;1;0;0;0;0;0;1;118.0;1;1;2026-08-25
12;2026-08-13;TPD-378153;TRANSFORMADOR 15kVA 15kV 1F 254/127V 7967V                                                                              ;30;2026-09-01;152975;Equatorial S.A.;Equatorial S.A.;2026-06-24 00:00:00;69500;15 kVA    ;15.0;MON;15kV           ;2024-06-07;1;2024-08-09;7.967 / 7.621 / 7.275 V                                               ;254/127V                                                              ;3              ;MA;QUI;33;2026;8;JC                                      ;Selado              ;13;2;7967V                                                                 ;0;12;0;0;0;0;0;1;118.0;30;12;2026-08-25
