"CodProd","DescProd","CodMedEstoque","PrecoMedio"
"186650",LÂMPADA PARA BOTOEIRA 220 V                                                                                             ,Un,"4,536667"
"186665","TUBO AÇO CARBONO DIN 2440 C/ COSTURA (2.1/2"") 76,10mm                                                                   ",Kg   ,"7,087987"
"186685",RODA FLANGEADA BIDIRECIONAL- Ø125 x 55 mm - AFL-372-PT-001                                                              ,Un,"85,475750"
"186686",RODA LISA BIDIRECIONAL - Ø300 x 85 mm - AFL-371-PT-003                                                                  ,Un,
"186687",RODA FLANGEADA BIDIRECIONAL - Ø300 x 83mm - AFL-372-PT-003                                                              ,Un,"938,490670"
"186688",INDICADOR MAG. NÍVEL ÓLEO 2 CONTATOS AXIAL - AFL-421-FE-001                                                             ,Un,"508,816883"
"186689",CALÇO DE APOIO DE BOBINA C/ CANAL 40 x 175 x 460mm                                                                      ,Un,
"186691","MANÔMETRO HASTE HORIZ. S/ CONTATO 0 a 0,07 kgf/cm²  1/2"" BSP - AFL-423-FE-001                                           ",Un,"497,675000"
"186692",INDICADOR MAG. NÍVEL ÓLEO 2 CONTATOS RADIAL VERT. - AFL-422-FE-001                                                      ,Un,"359,931792"
"186694","MANOVACUÔMETRO HORIZ. 1,0 a +1,0 Kgf/cm³ - AFL-424-FE-001                                                               ",Un,"352,891000"
"186698",TERMÔMETRO VERT. C/ CAPILAR (ITE) - 0 a 150º  3 CONTATOS - AFL-426-FE-003                                               ,Un,"3783,140000"
"186699",TERMÔMETRO VERT. C/ CAPILAR (ITO) - 0 a 150º  2 CONTATOS - AFL-426-FE-004                                               ,Un,"2912,430000"
"186701",SENSOR TEMPERATURA PT100 - TTR-21 HASTE INOX - AFL-446-FE-002                                                           ,Un,
"186705",VÁLVULA DE ALÍVIO VA-50/ 0-70 kPA S/ CONTATO - AFL-458-FE-001                                                           ,Un,"574,554100"
"186707",VÁLVULA DE ALÍVIO VA-50/0-70 kPA C/ CONTATO 2 NA - AFL-458-FE-002                                                       ,Un,"93,000000"
"186708",VÁLVULA DE ALÍVIO VAD-50/2 N C/ Contato 2NA 2NF - AFL-458-FE-003                                                        ,Un,
"186709",VÁLVULA DE ALÍVIO VAD-50/2 N T BLIND. - 70 kPA C/ CONTATO 2NA - AFL-458-FE-004                                          ,Un,"662,171602"
"186710",VÁLVULA DE ALÍVIO VA-80D/0-70 kPA C/ CONTATO 2NA - AFL-458-FE-005                                                       ,Un,"770,000000"
"186711",VÁLVULA DE ALÍVIO VA-80D/0-70 kPA C/ CONTATO 2NA 2NF - AFL-458-FE-006                                                   ,Un,"770,950233"
"186712","DESUMIDIFICADOR DE AR COPO POLICARBONATO ROSCA 3/4"" 2,0 kg - AFL-471-FE-003 ITEM 02                                     ",Un,"180,393847"
"18673","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 313GL-2442                                                                 ",Un,"3,382945"
"186731",CALÇO DE BOBINA REGUA  45 x 138 x 370                                                                                   ,Un,
"186733",CALÇO APOIO - 36 x 40 x 170mm                                                                                           ,Un,
"186734",BORRACHA ESPONJOSA PRETA PERFIL RETANGULAR 5 x 20mm                                                                     ,M    ,"9,715014"
"186748",TERMINAL DE COMPRESSÃO 50mm                                                                                             ,Un,"2,143154"
"18677","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 317GL-1993                                                                 ",Un,"1,971765"
"186771","MONTOVENTILADOR  0,25cv 440v - AFL-541-FE-001                                                                           ",Un,
"18678","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 317GL-1994                                                                 ",Un,"1,971730"
"18679","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 317GL-1992                                                                 ",Un,"1,971890"
"186797","TUBO TERMOCONTRATÍL POLIURETANO PRETO - 2""                                                                              ",M    ,"16,457629"
"186815","RADIADOR ALETADO 0850 x 520 x 88,90 x 100 x 03mm - 0850.88.100.03-SF                                                    ",Un,"73,552163"
"186825",PARAFUSO SEXTAVADO AÇO POLIDO RI M10 x 35mm                                                                             ,Un,"0,314140"
"186826",PARAFUSO SEXTAVADO AÇO POLIDO RI M10 x 25mm                                                                             ,Un,"0,167828"
"18683","FIO DE COBRE RETANGULAR 4,0 x 5,0 NÚ                                                                                    ",Kg   ,"15,676984"
"18684","FIO DE COBRE RETANGULAR 2,5 x 3,5 - PKT (0,40mm)                                                                        ",Kg   ,"17,239528"
"18691","BOBINA AÇO SILÍCIO-GO (M3) (NÃO LASER) 0,23 x 130mm                                                                     ",Kg   ,"13,253737"
"186917",CALÇO DE BOBINA REGUA  40 x 80 x 220                                                                                    ,Un,"14,702222"
"186918",CALÇO MADEIRA REGUA 40 x 145 x 350mm                                                                                    ,Un,"14,702500"
"186919",CALÇO MADEIRA DO NUCLEO 64 x 70 x 80                                                                                    ,Un,"4,719075"
"18692","BOBINA AÇO SILÍCIO-GO (M3) (NÃO LASER) 0,23 x 120mm                                                                     ",Kg   ,"17,700000"
"186920",CALÇO DE BOBINA APOIO BR FECHAMENTO 40 x 90 x 110                                                                       ,Un,"9,712500"
"186923",CALÇO DE BOBINA REGUA 40 x 140 x 345                                                                                    ,Un,"14,701250"
"186924",CALÇO DE BOBINA REGUA 40 x 175 x 460                                                                                    ,Un,"14,702500"
"186927",VÁLVULA DE ALÍVIO VA-80/0-70 kPA S/ CONTATO - AFL-458-FE-007                                                            ,Un,
"186928",RELÉ DE PRESSÃO SUBITA C/ CONTATO - AFL-437-FE-001                                                                      ,Un,"1126,339189"
"18693","BOBINA AÇO SILÍCIO-GO (M3) (NÃO LASER) 0,23 x 110mm                                                                     ",Kg   ,"17,700000"
"186930",IDENTIFICADOR BORNE (1-56) UC-TM 8 (0818072) VERTICAL                                                                   ,CJ   ,"27,398100"
"186931",CARTELA COM 48 IDENTIFICADORES PARA BORNES - UC-TM 10.                                                                  ,CJ   ,"9,673000"
"186932",CARTELA C/ 24 IDENTIFICADORESCABOS - UC-WMT (23x4).                                                                     ,CJ   ,"8,588462"
"186934","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - 123GL-3560                                                                 ",Un,"3,382980"
"186935",BARRA INOX REDONDA 1.1/4 x 3000mm                                                                                       ,Kg   ,"32,693192"
"186937",RODA FLANGEADA BIDIRECIONAL Ø200 x 80mm - AFL-372-PT-002                                                                ,Un,"339,677524"
"186938",RODA LISA BIDIRECIONAL - Ø200 x 80 mm - AFL-371-PT-002                                                                  ,Un,"648,566250"
"18694","BOBINA AÇO SILÍCIO-GO (M3) (NÃO LASER) 0,23 x 090mm                                                                     ",Kg   ,"17,700000"
"18695","BOBINA AÇO SILÍCIO-GO (M3) (NÃO LASER) 0,23 x 070mm                                                                     ",Kg   ,"4,168000"
"18696","BOBINA AÇO SILÍCIO-GO (M3) (NÃO LASER) 0,23 x 040mm                                                                     ",Kg   ,"4,268862"
"186965",PLACA DE ADVERTÊNCIA DO COMUTADOR - 3403.00 PAD 01                                                                      ,Un,"182,677000"
"186966",PLACA DE ADVERTÊNCIA DO COMUTADOR -3403.00 PAD 02                                                                       ,Un,"182,677000"
"186967",PLACA DE ADVERTÊNCIA DO COMUTADOR - 3403.00 PAD 03                                                                      ,Un,"182,677000"
"186968",PLACA LOGOMARCA TRAEL CONSERVADOR - 3403.00 PAD 04                                                                      ,Un,"443,656350"
"186969",PLAQUETAS DE IDENTIFICAÇÃO C/FITA DUPLA FACE - 403.00 AFE 19                                                            ,CJ   ,"1461,456300"
"186984",CALÇO DE BOBINA APOIO BR FASE 20 x 50 x 95mm                                                                            ,Un,"4,716700"
"187003","PLACA DE IDENT AÇO INOX 0,8 x 260 x 370mm - 3403 00 PID 01                                                              ",Un,"442,311200"
"187008",PLACA IDENT. DE DIAGRAMA DE ACESSORIOS - INOX  - 345 x 320 x 1mm                                                        ,Un,"442,311200"
"187009",PLACA IDENT. DE DIAGRAMA DE ACESSORIOS - INOX  400 x 320 x 1mm                                                          ,Un,"442,311200"
"187010",PLACA IDENT. DE DIAGRAMA DE ACESSORIOS - INOX  320 x 250 x 1mm                                                          ,Un,"390,274000"
"187011",PLACA IDENT. DE DIAGRAMA DE ACESSORIOS - INOX - 240 x 220 x 1mm                                                         ,Un,"390,274000"
"187029","PLACA DE IDENT AÇO INOX  0,5 x 105 x 148mm - 315PX-3480                                                                 ",Un,"4,204100"
